Task_ID,Node_ID,Task_Size_MB,Computation_Requirement_Cycles,Deadline_ms,Node_Computation_Capacity_Cycles,Node_Bandwidth_MBps,Node_Energy_Availability_J,Anomaly_Flag,Latency_ms,Offloading_Decision
58,6,204.68587657422296,671783.4799597486,848.7989510446407,239903.40288908867,65.82172188420209,479.9512787183777,0,324.65079307932615,Remote
59,6,219.1265636150072,317605.5548676,903.2140394276157,512788.0465401935,52.99679137595824,104.24971794541838,0,128.7908221124012,Remote
60,10,401.893190816392,879389.3913378404,878.5820560832075,773798.5296289896,53.03430312002597,361.51265929085696,0,419.0934336289588,Local
61,4,181.19962953417317,259173.18867152627,974.6285162924651,44996.33900907593,79.11729802556484,335.5262896367843,0,258.5886786531559,Remote
62,6,239.43359593627588,544472.5626035689,37.243993289011144,693641.8185809719,66.5709760582555,178.25511689154055,0,71.94438966701817,Remote
63,2,316.2382336550156,636434.6929660953,841.4180005240758,648587.6614847148,66.99368814484694,19.35860768332566,0,287.6408278063593,Remote
64,10,195.08571424568296,221842.3080822747,754.2544513087023,232248.61581707525,50.525423544837324,347.9977111833044,0,206.90189204750666,Remote
65,2,419.9167585132431,978418.8815217953,236.40746530636113,681671.6602281075,57.799854670377485,473.29248167415506,1,332.4166692234851,Remote
66,10,297.85226607469644,748443.7140730185,956.7568924536523,940243.0080608305,77.11458995843086,319.7388597386692,0,441.54212595791245,Local
67,4,154.08189281827606,558255.4122855589,156.696148947646,47739.059126796754,84.33468272007264,223.2934348519407,0,207.64761993579214,Remote
68,8,359.88900789701586,181414.00357712558,682.7544278625693,320332.4032367705,72.69052619296416,267.3254081146979,0,148.49093636926054,Local
69,7,268.5473877709451,54804.3487910281,232.64131464775335,438738.53994968894,93.16656899611148,107.81811575335959,0,12.184971791166355,Remote
70,9,271.883386716051,320739.77268846246,437.06684228633395,899361.0985657648,83.82916793324809,377.7666402393314,0,289.5453237406381,Remote
71,8,245.7330947099171,753434.1485774894,721.9682979751233,962299.1851625475,60.567741082856664,375.745716704826,0,204.12600987855959,Remote
72,5,253.535854922412,270061.967003723,567.6913956127162,444671.13124983595,70.42654653793632,81.30347718983822,0,190.4513634123402,Remote
73,2,385.02457772245793,540016.6642750097,433.2268130148306,750278.383730049,93.36774492290763,440.20940742483293,0,95.5529840356852,Remote
74,5,60.460924872344606,728219.2295540124,333.07504662266734,532129.3627407185,65.72512398187526,141.9029723419196,0,217.87739586968078,Local
75,8,173.83777754213628,108835.77093181788,841.2630591517024,538245.1518066351,84.23262531818476,491.3054698589413,0,492.2987670237673,Remote
76,10,46.99664826390572,685612.7180997574,152.37620681166558,278821.4155512901,71.99294532309884,197.62247687825044,0,152.38830606776094,Remote
77,9,379.0906481662509,92779.01682233466,435.80184776450204,217739.28961801564,59.67427249544198,97.16318877990483,0,301.8536846370096,Remote
78,9,143.42790881294673,965164.6123848695,904.7199960573907,288717.3405781171,31.76543758738178,182.3428545593696,0,389.36100625125505,Remote
79,1,449.74090081125325,488905.7359348746,847.391054955368,556771.6792498223,48.33977675215853,225.68836106162465,0,375.8331224723832,Local
80,9,268.02344866305395,151525.43160216752,406.93234484831623,30126.030836066908,97.09685423503441,43.96080878876447,0,167.74327230883242,Local
81,7,402.3673880281993,343041.25239751296,765.4772799652952,907341.6954120494,69.19888449453401,293.32700679941183,0,307.37574134084093,Remote
82,9,489.676403451821,414003.03284596617,824.9292224017706,157127.42584022644,60.795584230509064,302.8398955357612,0,436.2760192087278,Remote
83,8,421.4965411337196,758426.8260654608,889.9985497635935,220868.58819451518,93.96609629754046,372.0759231212414,0,12.646476727873583,Local
84,1,434.8269424056465,743680.3622905327,549.0607113587357,518757.9002711987,62.78606029337038,24.293247222464213,0,220.68850663743729,Remote
85,8,209.9124027287739,612328.5648319937,212.41627719416468,710404.651570942,57.34742665756627,275.2067250725768,0,116.01534202974311,Remote
86,8,280.3440716770765,106824.78184593447,262.7559857388923,96633.3256896529,78.33797696351847,35.92464230262554,0,197.37298374742528,Local
87,3,134.4053963812191,152417.80221608593,302.73772730118816,318377.002849615,74.139905708789,353.56066778366016,0,210.91485594774463,Remote
88,1,106.09541884979187,94663.16372491108,597.8644560015193,968705.9309687827,27.384400756758946,37.30671299348239,0,374.6021275693853,Remote
89,8,257.69886076195655,577595.6105042625,42.48152788732236,263080.6238141648,52.417744711670906,456.7466456874,0,51.44182683574436,Remote
90,3,301.5740000532061,877261.3030698926,639.6820440921686,313737.09491808375,52.52638985376267,354.02045777340334,0,258.72903205059265,Remote
91,3,176.24291048913358,434366.711742517,370.71069604394967,836661.9921274155,44.04020637190103,258.62098489172695,0,284.27642194037895,Remote
92,1,289.02732370411513,161687.32578378846,302.28938446474575,51164.217258764795,56.55641339370278,226.33692240777572,0,249.60801375814316,Local
93,5,444.85563643161646,558484.282823818,880.7016050208451,465148.5556401619,47.17966579544298,74.02958890249856,0,367.2772602660464,Local
94,10,282.7935765438494,811940.4646488442,465.4023716249909,380237.14768721856,27.94109405240648,152.5897008866849,0,194.97667167388946,Local
95,7,363.1984171921482,741970.3494514171,104.10251507736585,317270.17314874247,47.11298385472129,435.78996146023917,0,472.7586965018377,Remote
96,10,404.6043340053735,881569.3288953464,828.4793003459846,286413.89445071976,16.504925281585894,453.18187766562204,0,243.49270405677598,Local
97,9,494.477103158167,278624.195151619,57.164844862141535,92282.7307555488,61.82072764969704,10.366377101560222,0,287.7508852593248,Local
98,7,305.56672706672,194759.9134005071,729.4817319265147,315511.0035222972,86.82890940470007,301.12683182400013,0,413.63775755664096,Local
99,9,405.3565729916671,879936.6694559968,776.1671595529585,44009.3503129529,75.27583759190998,362.45729842230566,0,141.24187243590563,Local
100,8,481.6981660918886,657902.7524652451,359.07657986956957,781182.8997807908,42.43546360487001,313.18602140422706,0,42.22500423758722,Remote
101,2,472.76076553286396,311618.0010775466,826.5399777150088,398829.5661640536,17.836408501957735,50.02308478451345,0,355.35306928942884,Local
102,1,79.13010590107965,742605.7025219367,520.5028117978889,444459.9284875917,28.19344593027437,116.68520041146209,0,244.09086849644743,Remote
103,7,209.1322310540258,815303.2660958875,468.66071674006884,893700.9918636815,59.09413064453521,132.66673101687917,0,448.7696042247024,Remote
104,7,168.75512994233182,615363.2621007912,54.94924865400562,658396.9288773595,28.635137504472958,417.5450693394939,0,491.4266241176049,Local
105,8,52.59325732567117,688196.2257700352,297.12890171241685,9051.04423877767,58.957580015647075,236.96772379137101,0,202.55912853449095,Remote
106,5,320.28797970637066,375884.6445382237,931.6998711764468,943231.6481383237,30.843912228750902,248.54582385120605,0,210.64231304853212,Remote
107,3,370.59326046604116,539156.9716756961,397.905723650665,237907.3215117335,86.40314825284655,468.0975928117092,0,206.9414880918346,Local
108,8,425.5827667787729,524635.0115554361,551.2335153512006,108506.57057509899,45.75443255564137,322.1720855388106,0,165.65428431680843,Local
109,6,70.16067593472717,848199.7433396411,536.7014621944093,768360.0502025014,32.099556335004195,450.3471737608053,0,391.93511339436674,Local
110,3,439.457597178894,840124.0163019004,594.5267789244664,500976.83855085145,83.10935622223555,233.68933911735115,0,380.7029024329102,Local
111,1,325.0335261709841,832847.7888776961,70.71764608684978,434336.7954519995,40.85550683249056,83.22376667396418,0,241.9292109225098,Local
112,3,354.9336062178696,12020.582648203328,368.554492250741,250253.57660305902,20.033891905490375,465.668441096302,0,27.10730210755488,Remote
113,5,456.20576173474893,749795.9389844193,725.8969911437287,547924.0183724563,61.336854226327745,234.76550667709373,0,158.23185424897136,Remote
114,3,316.13302281119303,758917.7137208938,208.55464856225308,275110.22059738485,62.34077839941899,98.99939672062271,0,149.69000804464457,Remote
115,1,174.5742700034192,678700.4440322866,211.54259377089684,901681.4222817805,74.32261077121608,158.1739127489219,0,406.4881868691279,Local
116,5,414.3025923971033,756508.3932335612,19.98970062213448,215989.2752534596,31.6197489887547,34.8932689475817,0,48.34990884100649,Local
117,10,187.89901397559436,842128.401125212,443.1071073421276,884470.7953052978,49.93942051830206,239.46728981362872,0,403.80931262613854,Remote
118,7,26.77177430205927,470848.7350476839,883.9070368666878,559846.0203016296,35.41311271383906,428.0328042360159,0,336.24590783857576,Local
119,7,417.02070821697237,502548.1632749587,61.38193415143592,828659.6457613457,17.285836250411933,467.4544234432778,0,367.5585222695724,Local
120,9,179.14415099182503,125589.3428544791,199.2075224010426,713133.149865094,88.89524443143024,466.97508167678546,0,218.94552785458663,Remote
121,10,389.17891636865676,385990.50716431445,316.9836929593275,696998.4163253118,75.5982824039507,71.3627125580859,0,341.4642690208703,Local
122,10,187.75136838631326,643721.8147318725,734.4074891985707,325021.46188736067,37.13167535129206,197.2064024304179,0,306.4693276299233,Remote
123,3,431.92332978761357,780619.3763711272,644.2292368745607,234663.03454073126,63.94356935847877,23.832092228846122,0,385.64519663817157,Local
124,7,117.56015728966976,217991.88859351934,421.78446553603646,211675.34145310734,28.11374093210252,429.0310190360217,0,226.1510680617848,Remote
125,1,487.5281599474463,138685.07626007617,761.4782498657919,857334.4654025291,90.12129596161938,185.79032339042416,0,239.0486843236697,Remote
126,4,392.0817996461351,663378.9624959917,613.5347015403329,820606.393438761,20.341570902571927,319.247343667195,0,323.570230256211,Remote
127,4,65.97658370099444,2878.003641385731,897.0803916606469,441132.954484295,10.34534309570208,360.3002346578714,0,58.49835936486221,Local
128,5,287.2305437836146,179194.2117230225,819.8464816473061,133272.20888295816,55.180737796526394,220.62388817414615,0,220.94100194033706,Remote
129,7,492.82998299845,30042.30896360978,260.28547002830857,382869.9997254809,62.48150411075824,160.15674490961908,0,486.11566840360376,Remote
130,7,240.82207181996904,167718.23273701605,278.7241918578582,619724.1106827745,62.10687882662239,481.4843259568129,0,23.588398429722577,Remote
131,4,99.2324980225758,182137.96064557973,134.10291103446178,454948.7513254729,14.906073469404365,482.59923026168855,0,161.42233781886495,Remote
132,7,247.54139990366963,388285.9211556438,343.5950784602819,780409.079214512,38.263942622658924,151.82382033471075,0,160.48436044923852,Remote
133,3,261.10425138214157,402924.7975618694,999.5484795319034,997625.199429134,54.92790521571986,245.01629740478447,0,318.56473902170745,Local
134,6,373.4266026720461,874388.2081396275,411.6936569289104,191940.95636044795,29.49212670645168,486.693637743411,0,57.37117791494925,Remote
135,2,352.43446804884314,510599.6027863264,228.28355034221534,460191.16883991286,88.53632969373068,12.38551975119658,0,316.1292952850363,Remote
136,10,207.24952136252045,723681.360846674,764.8580556307975,431552.9180189012,17.839836051529062,212.21234170578313,0,52.04491912255161,Local
137,9,116.83132267210237,105033.22056236716,547.0462934280296,305188.04021620186,53.864599750483855,59.22419934367453,0,52.00205547207385,Local
138,5,326.07654220697145,226213.31670823015,158.10543503168302,198897.42120356928,72.22744517618369,259.4874031256753,0,365.4507618082987,Remote
139,6,216.63492793110808,703240.4975376981,386.8827843492571,66626.42437316956,33.557599012103424,22.088277724838704,0,165.44691104723418,Remote
140,4,74.81534345141189,53751.15650805956,420.3250183839499,887232.1979064747,66.18166632977663,209.38023138140767,0,488.82435911830515,Local
141,10,451.28042760582895,487111.0645815094,756.2914035635264,420428.8489886313,84.64466351281371,118.14254664481422,0,23.48970353559969,Local
142,7,348.69871022873065,599769.5966972709,30.46465520298542,497398.62298154883,27.13032775855428,271.321097604783,0,225.3277985404071,Local
143,9,344.7600896582859,602543.4984084286,276.32945033032735,917025.1061527149,92.54985326423765,498.03688805934286,0,61.0022891486417,Remote
144,7,413.06609919672024,23909.87845677399,522.4203383023668,776514.1870384319,59.82026793961222,402.26269151210636,0,178.93258854526377,Local
145,1,269.53422254098973,322785.8962249563,276.1582750283149,131370.76285306702,36.93088038709545,424.3646248959665,0,499.12011305148,Remote
146,1,409.37666991720397,636854.1603981049,632.1497069448089,565854.5476401346,48.77724478440437,321.2798438059496,0,444.97704331057326,Local
147,9,254.06446922039282,149850.73641309422,487.04880448187043,442810.02424303954,38.09726954077492,30.364325653406695,0,28.92058238342147,Remote
148,9,42.91594595869795,695720.2326797252,368.0931523109848,797413.861506184,75.26000439399844,111.33086126163062,0,283.8116426937133,Remote
149,4,208.57156313356748,746179.2836048609,949.7165406018071,724508.3150643372,81.6670597073619,463.2816326590569,0,325.6720408880957,Local
150,9,253.7577980501464,981987.2212556992,635.8379041945929,690715.3161891609,84.96436530867949,189.39542778508812,0,108.71963885531221,Local
151,3,362.89926499982494,210632.152861553,138.64195854526182,341204.290644417,98.7191424627167,60.78199597558984,0,76.82725883124287,Remote
152,7,62.223577763050436,825305.5369984491,564.4907804689615,805158.7666688552,81.21558632470152,354.17862927443895,0,452.66866165943406,Local
153,6,78.60908394362,520776.2803417354,782.924534668892,53338.90429926636,64.1245663619707,156.73428472778477,0,484.5641385342714,Local
154,8,139.20506329096204,374089.13354802923,711.4048005178694,160465.27653073508,40.52982685526054,141.73988732304412,0,495.9869643732227,Remote
155,9,140.58421275173228,123254.38056785277,180.3683370023068,336287.6497049338,59.01359038396745,499.00895322354756,0,395.9320779986441,Remote
156,5,368.77044344494055,735770.1008810501,972.6957990497023,77730.633628212,13.696135551136488,430.48807326306064,1,333.4335243556023,Remote
157,1,132.8580236751829,236621.74154454342,454.3255092891399,235759.2832571569,77.03425679769218,209.8895310002421,0,176.13647483553396,Local
158,3,320.2180510451493,372050.5798711727,167.43475370285867,830320.8320149202,50.13599905828916,490.32799183008456,0,89.84216460075245,Local
159,10,252.19418656775298,63479.68467047107,188.39379658686644,948303.2862522892,11.802090675896885,328.5554794754147,0,44.09539668628469,Local
160,8,290.9142453079063,801565.5489036995,107.25264226718969,305297.7534184163,15.625624735936974,373.5910014210825,0,348.18224693298856,Remote
161,6,420.67241195736494,766821.9354476717,805.482927350585,265251.28818484937,44.871981743958095,25.44139111028368,0,393.43809051378236,Remote
162,8,208.14693575902191,733882.2142122701,130.81018937863016,280612.75959418045,62.507936711659156,69.58657708054798,0,414.09455796521513,Remote
163,9,387.7465747614925,300144.0669813948,133.87400457032948,278441.368263493,51.7783554056914,320.2117119831568,0,457.3136766353803,Local
164,4,216.7976691798368,174306.59419169129,851.9668986132293,36894.25200378702,65.72838855629394,450.5217514982471,0,440.56513400099493,Remote
165,1,183.39697451501223,637915.7112057596,351.158043603084,926989.429984777,53.226483291222024,315.6344257829219,0,499.87192976775583,Local
166,1,479.72731688347807,496670.21772910625,40.54932526499172,214484.44342875807,69.55334609332121,75.67219821630597,0,125.81168542878939,Local
167,10,100.34175113269197,179074.21443773696,61.376346523226765,420584.0700073235,29.72134582037208,66.72242266069907,0,382.83726953004424,Remote
168,4,54.26511068302786,686225.3597788139,150.7487422368566,10677.195858226773,20.155886846525927,423.6510889538,0,295.2974586255248,Local
169,7,387.78310351238446,991135.3053894824,221.25941449593265,858097.1358241421,63.679055916309395,78.258145966878,1,134.31634056452327,Remote
170,2,43.442355623504874,747472.3681542956,668.4947322960213,731426.1871104623,53.62205652426767,264.91366064697246,0,491.0431345320367,Remote
171,3,420.1687054444844,740246.4002989262,165.75301720180997,946809.2791385296,12.418088864044176,28.185526781528115,0,449.4595618632548,Remote
172,1,224.22476421504933,950362.4401776611,127.68564726530127,781833.8637172027,44.24336969437323,49.52818602167691,0,68.61525587983763,Remote
173,5,458.6017018730379,203733.4312073273,767.0719500615164,314392.8055400132,19.551302694189594,339.45065114500375,0,17.948379450092823,Remote
174,1,363.5511019497338,565984.4149565189,674.3447310213153,248625.4853696952,57.82211485774257,347.69889110948316,0,345.7237273546751,Remote
175,8,309.09828683389924,979667.0683188495,440.97097924068385,698018.5912457396,45.61999116943877,177.32000923813678,0,304.0446612839849,Local
176,1,475.1603305583052,166128.81685920438,553.8166737653029,364748.66223548894,65.18367199927161,115.64878496909193,0,468.22873393501726,Remote
177,1,204.3581927955066,700551.7074850765,318.8641801231543,566648.800736864,82.50419968932145,408.7180326710809,0,120.83261714438306,Remote
178,2,477.5025989044202,586224.33582593,487.6754160330071,7251.213555443759,36.97018154573418,116.38058244024627,0,46.77203420801859,Remote
179,2,76.15062593639139,586892.6130965182,511.6059224929183,62823.81597879477,96.58918937485248,275.59326413652605,0,133.3115902171333,Remote
180,6,247.03992154688225,697972.9568925551,393.36489846631497,535832.5732404696,58.2071050528817,484.4223320228237,0,14.369182053174407,Local
181,7,142.2564989721755,929687.3059528085,907.5064885654411,566505.574801717,65.64617188793092,82.44769455256805,0,22.76691183852155,Local
182,5,274.5229616650148,782799.3579114866,25.901246331196084,751701.4915148843,71.26051359031634,471.02937107240734,0,457.854613930776,Local
183,1,89.38680016687645,57079.96731279379,784.3495504603337,132833.3543043378,70.00583768718309,99.61759600364763,0,179.24820833842975,Remote
184,1,422.34953355192124,852875.2918558355,133.13900292891108,513669.900673022,55.98736687405559,288.0471719313825,0,208.35045549979193,Remote
185,3,424.73984616413304,226315.7885958069,799.5718869318274,195253.19678725692,48.588786200321515,194.73377885978485,0,14.093968996361683,Remote
186,2,478.0657932345047,377537.2505716356,619.752796519954,94102.923443132,14.84037677596401,482.8150147358947,0,138.90828118506406,Local
187,5,85.78934903278575,462271.0807987698,844.8453100270384,411085.298266494,11.987726077106176,144.03559421094909,0,403.33936195200835,Local
188,10,315.43294994344546,481425.0947523166,106.53918238448848,164173.3114409682,42.21650750794882,205.83242102201928,0,309.668025035026,Remote
189,6,242.3762812631811,435745.21885610145,563.3908277587764,222560.19621412628,40.02948015703234,491.60145774915605,0,378.1213975377756,Remote
190,7,178.7480287016743,937415.9409216485,506.0770014595751,318237.02528963226,44.89256393551061,272.8704916823518,0,226.3708016929236,Remote
191,4,182.25467895576722,706312.9886563605,709.1312511337251,260129.01234245306,22.4531380799371,256.2887566544142,0,158.31596476690834,Remote
192,7,212.2688397973086,631539.4753107496,538.9476463747391,88503.70610854046,76.43514434831593,136.31145921995574,0,243.99099619754332,Local
193,8,355.413519347587,50792.185755158614,545.3272214617732,90826.32861484258,87.1267973298615,353.6681445521163,0,164.92017886084682,Remote
194,1,303.16016855139577,904009.4169301143,435.29998414030405,194056.165818934,94.48431718366315,17.042746371111043,0,420.29069285366364,Remote
195,6,235.24394125295424,909480.8018163878,315.7460797672674,51508.62877157942,54.312607316766325,34.261188554123834,0,152.34848921845864,Remote
196,8,47.20737108111482,780432.8503666723,487.4417176396703,626830.5626572502,73.07791292128857,303.6857076965433,0,331.5830020242765,Remote
197,5,48.105018598688964,8022.174609805536,127.30743518071658,288039.3897923931,86.99960110922852,177.42054117104252,0,72.80620004321628,Remote
198,4,11.146301406631347,58222.97082654573,961.8982055932539,280466.22180130193,47.646199998413735,477.12502237847065,0,344.9989143987804,Remote
199,2,484.1727002214724,225998.47856622125,717.2666559903323,332666.2959435274,37.84715153833999,452.563438454165,0,457.0833572420167,Remote
200,6,12.574371093608608,132218.0587367618,952.9424455209684,663133.477935512,94.30521002681411,359.71606675158654,0,306.2486615467546,Remote
201,6,60.515935546734994,399437.1936740257,234.46010850666363,870763.247602007,56.41088959693658,410.89133475262264,0,282.1284131170662,Remote
202,1,164.15231283661134,922700.4350297019,880.5476099747627,759327.8456230828,54.75284979317902,336.9926063371697,0,480.7535426707119,Local
203,9,405.640823390213,472588.3737628013,810.7020847179031,727801.7009948699,26.05744869071462,71.53523032797872,0,315.56129488134394,Remote
204,6,481.42840502441766,14389.223805733443,680.3808883330969,484906.7944152484,19.733951311602105,385.1162511477093,0,133.47746447017587,Remote
205,3,397.1066438080095,283462.9438891832,628.7788942243537,694111.7514104444,85.78961762351605,112.99406467223473,0,149.7335568046315,Local
206,4,348.3745138983639,45550.31346458858,323.3841686151913,553209.6056655495,65.27198585687663,168.48699899909641,0,354.12678805528395,Remote
207,4,265.437327032649,37251.33499088865,818.2466771153804,217034.27765834238,39.324212561750386,411.4247639301859,0,369.04111397663223,Local
208,3,52.485553812469966,276444.1332424567,506.5003068649365,209379.77937330966,27.256259565123983,272.8975481127896,0,155.23063473556252,Local
209,10,479.50368857192586,276336.72634026647,80.1826601323725,297095.6148684082,59.99475521526683,431.3709499498705,0,175.94526907353344,Local
210,3,381.6122828333839,787339.4759990025,319.7345292465787,910891.8682988435,62.55273603350218,114.38730672319944,0,495.5729718258481,Remote
211,3,323.0851988137883,974859.8181283309,935.9441275598743,547867.4255393462,28.629424112055236,307.8114349173747,0,55.46651204223733,Remote
